,description_x,description_y,similarity
785,vanguard balanced index fd inv cl shrs,vanguard balanced index admiral,0.13265306122448978
786,delta air lines inc del com,delta air lines incorporated del com new,0.10787172011661807
787,nike inc-b,nike inc class b,0.2193877551020408
788,target corp com isin #us87612e1064 sedol #2259101,target corporation div: 2.240,0.02226345083487941
789,nokia corp adr,nokia corp spon fadr 1 adr reps 1 ord shs,0.03352769679300291
790,metr w tot rtn bond cl m,metropolitan west fds total ret cl i,0.04591836734693877
791,vanguard 500 index admiral,vanguard 500 index fund - admiral,0.2193877551020408
792,vanguard total bond market idx instl pls,vanguard bond index total mkt investor,0.04244897959183674
793,freeport mcmoran inc fcx,freeport mcmoran inc,0.3755102040816327
794,dreyfus standish glb fix inc i,dreyfus/standish global fixed income fd cl i,0.08928571428571429
795,spdr nuveen barclays municipal bond etf,spdr nuveen barclays muni,0.09795918367346938
796,vanguard sml-cap ind-adm,vanguard small cap index fund,0.14842300556586271
797,visa inc cl a shrs,visa inc cl a,0.3061224489795918
798,vanguard total bond market index fund institutional plus shares,vanguard total bond market index inv,0.03096410978184377
799,vanguard index fds formerly vanguard index tr to 05/24/2001 s&p 500 etf shs new,vanguard index fds s&p 500 etf,0.0008163265306122463
800,total s a sponsored adr isin #us1 sedol #2898032,total s a sponsored adr,0.0392464678178964
801,pimco total return fund - class r,pimco total return admin,0.10787172011661807
802,vanguard selected value fund investor shares,vanguard selected value,0.05380333951762523
803,momenta pharmaceuticals,momenta pharmaceuticals inc,0.3755102040816327
804,kinder morgan inc com usd0.01,kinder morgan inc. del,0.14842300556586271
805,ishares msci brazil etf,ishares msci brazil etf brazil capped,0.09795918367346938
806,nike inc -cl b,nike inc,0.2565597667638484
807,american funds growth and income portfolio,american balanced portfolio fund class c (31%),0.02423469387755102
808,visa inc cl a div: 0.560,visa inc cl a,0.13265306122448978
809,pim total rt inst,pimco total return fund cl p,0.09795918367346938
810,du pont e i de nemours & co,du pont e i de nemours,0.3061224489795918
811,raytheon co,raytheon company,0.3061224489795918
812,target corporation div: 2.240,target corp com,0.0748299319727891
813,transamerica emerging markets debt fd cl i,causeway emerging mrkts fd inv cl,0.058309037900874626
814,eaton vance floating rate fd cl a,eaton vance bd i,0.06326530612244899
815,seagate technology ord,seagate technology,0.3755102040816327
816,vanguard index fds vanguard small cap value vipers formerly,vanguard crsp us small cap val ue ind et,0.02857142857142857
817,energy transfer partners unit ltd partnership,cheniere energy partners lp com,0.026333113890717574
818,alphabet inc. cl c,alphabet inc cap stk cl c,0.19047619047619047
819,michael kors holdings ltd com npv,michael kors hldgs limited shs,0.11930926216640503
820,salesforce.com inc,salesforce.com,0.3755102040816327
821,ishares trust core s&p small-cap etf,ishares core s&p small cap etf,0.2193877551020408
822,vanguard total international bond index fund admiral shares,vanguard total intl bd idx admiral,0.0392464678178964
823,vanguard 500 index fd investor shs,vanguard 500 index fund investor shares,0.3061224489795918
824,priceline group,priceline group inc the,0.19047619047619047
825,vanguard international growth,vanguard int'l growth port inv cl,0.06874328678839957
826,spdr nuveen barclays capital s div: 0.225,spdr ser tr nuveen barclays short isin #us0 sedol #b28lxf4,0.02423469387755102
827,vanguard total bond market index inv,vanguard bond index total mkt investor,0.05380333951762523
828,american century mid cap value inst,american century mcv r6,0.09795918367346938
829,michael kors hldgs limited shs,michael kors holdings limited cmn,0.2565597667638484
830,vanguard target retirement 205 0 fund,vang target ret 2050,0.0748299319727891
831,valeant pharmaceuticals in(cdn),valeant pharmaceuticals intl i com,0.19047619047619047
832,american funds income fund of america cl a,american funds income fund of america a,0.4795918367346939
833,cypress semiconductors corp,cypress semiconductor corp,1.0
834,kimberly-clark corp,kimberly clark corp cmn,0.3061224489795918
835,tempur sealy intl inc com isin #us6 sedol #2216991,tempur sealy intl inc,0.02857142857142857
836,fid intl discovery,fidelity int'l discovery,0.2565597667638484
837,e m c corp mass,e m c corp mass com,0.3755102040816327
838,vang tot bd mkt inst,vanguard total bond market index inv,0.06874328678839957
839,van small cap index admir,vanguard small-cap index fund institutional shares,0.03096410978184377
840,vanguard ttl bnd mrk indx inst,vanguard total bond market index fund investor shares,0.04591836734693877
841,vanguard short-term bond index fund investor shares,vang st bd idx is pl,0.02040816326530612
842,van small cap index admir,vanguard smallcap index fund,0.13265306122448978
843,t. rowe price new asia fund,t rowe price new asia fund,1.0
844,american funds europacific r3,american funds europacific growth fund,0.14842300556586271
845,united states gasoline etf,united sts gasoline fd lp,0.19047619047619047
846,t. rowe price international discovery,t rowe price international discovery fund,0.2565597667638484
847,unilever plc spon adr new,unilever plc (new) ads div: 1.300,0.08163265306122448
848,progressive corp,progressive corp - ohio,0.2193877551020408
849,afs international growth & income fund cl f1,spdr s&p international small capetf,0.02857142857142857
850,powershares global exchange traded fd tr emerging markets so,powershares emerging markets sovereign d,0.01396348012889366
851,du pont e.i. de nemours,du pont e i de nemours & co com,0.13265306122448978
852,pimco commodity real return strat inst,pimco commodity real return inst,0.2565597667638484
853,pimco short term institutional,pimco short term cl d,0.10787172011661807
854,energy sector spdr etf,sector spdr energy,0.11930926216640503
855,pim total rt inst,pimco total return r,0.2193877551020408
856,blackrock global allocation fund inc institutional,blackrock global allocation instl cl,0.0748299319727891
857,oakmark international fund class i,oakmark intl cl i,0.0748299319727891
858,vanguard div growth fd investor shrs,vang div growth inv,0.0748299319727891
859,starbucks corp com,starbucks corporation,0.2565597667638484
860,chipotle mexican grill inc com,chipotle mexican grill inc cl a,0.4795918367346939
861,lzrd emrg mkts eq o,lazard emerging markets equity,0.10787172011661807
862,schwab intl equity etf,schwab strategic tr intl equity etf,0.10787172011661807
863,vanguard mid cap index,vanguard mid cap index - admir al,0.13265306122448978
864,monsanto co new,monsanto co com,0.4795918367346939
865,chipotle mexican grl,chipotle mexican grill,0.6530612244897959
866,vanguard small cap stock ind trust inv,vanguard small-cap index fund investor shares,0.058309037900874626
867,lloyds banking group plc adr,lloyds banking group plc sp adr,0.4795918367346939
868,companhia d snmnto bsco d estdo sao paulo adr,cia saneamento basico de sao paulo spons adr each repr 1 com npv,0.004436557231588287
869,american washington mut investors fund inc a,american fd wa mutual inv fd cl a,0.04244897959183674
870,oneok partners l p unit ltd partnership,oneok partners lp unit ltd partnership,1.0
871,the bond fund of america-r3,american funds bond fund of america a,0.08163265306122448
872,diana containerships inc com,diana containerships inc,0.3755102040816327
873,select str financial select s etf iv,select financial etf,0.08163265306122448
874,spdr barclays int corp bond,td ameritrade holding corp com,0.06326530612244899
875,google inc class a,google inc class a vtg voting shares,0.06874328678839957
876,vang tot bd mkt inst,vanguard total bond market index,0.09795918367346938
877,lions gate entmnt corp com new,lions gate ent corp com,0.2193877551020408
878,ishares core s&p small-cap etf,ishares core s&p small cap etf,1.0
879,prudential global real estate z,pru global re z,0.08163265306122448
880,dodge & cox funds intl stk fd,dodge & cox interntl stock,0.14842300556586271
881,kinder morgan inc com usd0.01,kinder morgan inc com,0.19047619047619047
882,sptn intl index ins,spartan intl index fid adv class,0.09795918367346938
883,vanguard bond index fund inc intermediate term bd etf,vanguard intermediate term bond etf,0.049689440993788817
884,match group inc com,match group inc,0.3755102040816327
885,tmpl global bond a,templeton global bond r,0.2565597667638484
886,blackrock high yield bond portfolio svc,blackrock high yld bond port class c,0.19047619047619047
887,vanguard fixed income secs inter term invt grade fd admiral cl,vanguard int term inv grade,0.017006802721088433
888,ishares u s preferred stock etf,ishares u.s. preferred,0.11930926216640503
889,harbor international inst,harbor international institutional,0.1673469387755102
890,hcp inc com,chuys hldgs inc com,0.14842300556586271
891,vanguard total bond market index adm,vang tot bd mkt inst,0.06874328678839957
892,"vanguard small cap index, adm",vanguard small-cap index fund institutional shares,0.0392464678178964
893,a t & t inc,at&t inc.,0.3755102040816327
894,alliance data system,alliance data system corp,0.3061224489795918
895,american tower corp,american tower corporation com usd0.01,0.06326530612244899
896,metropolitan west total return class i,metropolitan west fds total ret cl i,0.14842300556586271
897,unilever n v n y shs new,unilever nv ny reg shs,0.19047619047619047
898,american finl grp inc holding co,amern financial gp,0.06326530612244899
899,first trust dow jones internet,first trust dj internet,0.2193877551020408
900,nasdaq omx grp inc,nasdaq inc com,0.14842300556586271
901,dfa short term government port,dfa short-term govt,0.11930926216640503
902,main street capital corp com,main street capital corp,0.3755102040816327
903,"facebook, inc. cmn class a",facebook inc com,0.11930926216640503
904,transocean limited com chf0.10,transocean ltd zug namen akt,0.08163265306122448
905,novo nordisk a s adr,novo nordisk a/s-adr nvorepstg 1/2 cl b sh,0.04244897959183674
906,sptn us bond idx adv,spartan u.s. bond index fd investor cl,0.06326530612244899
907,disney (walt) co. (the),disney (walt) co com stk,0.19047619047619047
908,tenet healthcare corp com new,tenet healthcare,0.10787172011661807
909,ishares msci eafe sm cap etf div: 1.028,ishares tr msci small cap,0.0392464678178964
910,vang sm cap idx adm,vanguard small-cap index fund inst,0.06874328678839957
911,dfa int'l small cap value,delaware small cap core inst,0.0748299319727891
912,vanguard short term tax exempt admiral share,vanguard short term tax exempt fd investor shr,0.13265306122448978
913,vanguard institutional index,vnguard institutional index,1.0
914,aqr managed futures strategy r6,aqr managed futures i,0.13265306122448978
915,coca cola co div: 1.400,coca cola com,0.13265306122448978
916,vanguard short term bond fund,vanguard short-term bond etf,0.3061224489795918
917,vanguard total bond market index fund,vanguard total bond mkt,0.09795918367346938
918,sprint corp,sprint corp com,0.3755102040816327
919,proshares ultrashort 2x etf,proshares ultrashort dow 30,0.2565597667638484
920,google inc class a,alphabet inc cap stk cl a,0.08928571428571429
921,vanguard total bond market index fund institutional plus,vanguard total bond market index inv,0.05380333951762523
922,ford mtr co,ford motor co,0.6530612244897959
923,pimco total return r,total return fund (pimco),0.06874328678839957
924,anheuser busch inbev sa spon div: 3.224,anheuser busch inbev (belg),0.06874328678839957
925,matthews pacific tiger fund,matthews pacific tiger fd inv,0.3755102040816327
926,breitburn energy partners lp c,atlas resource partners l p,0.08163265306122448
927,enterprise prods partners l com,enterprise prods partners l unit,0.3755102040816327
928,vanguard ca inter term tax-exempt fd inv shrs,vanguard california intermediate-term tax-exempt fund admiral shares,0.03628117913832199
929,sptn em mkts idx adv,spartan emerging mkt index fid adv cl,0.06326530612244899
930,eog resources inc,e o g resources inc,0.6530612244897959
931,pimco total return fd cl c,pimco total return admin,0.2565597667638484
932,alexion pharms inc,alexion pharmaceuticals,0.1673469387755102
933,omega hlthcare invts reit,omega healthcare investors inc ohi,0.10787172011661807
934,bank of ny mellon co,bank of new york mellon corp,0.19047619047619047
935,pimco total return instl,pimco total return fund - class r,0.11930926216640503
936,jp morgan chase & co,jpmorgan chase & co div: 1.760,0.11930926216640503
937,facebook inc com,facebook incorporated class a,0.08928571428571429
938,powershares qqq trust sr 1 etf,powershares qqq tr unit ser 1,0.19047619047619047
939,chn & steers realty,cohen & steers realty fund,0.2193877551020408
940,pimco income fund cl d,pimco incm cl d,0.2193877551020408
941,schwab strategic tr fundamental intl large co index etf,schwab intl large company index etf,0.026333113890717574
942,guggenheim bulletshares 2016 high yield corporate bond etf,guggenheim bulletshares 2016,0.026333113890717574
943,vanguard short-term investment-grade fund investor shares,vanguard short-term invest-grade,0.0392464678178964
944,american fd new world fd cl f1,american funds new world f,0.14842300556586271
945,the kraft heinz company,kraft (the) heinz co shs,0.08928571428571429
946,occidental pete corp del com,occidental petrol co,0.1673469387755102
947,vanguard extended market idx i,vanguard extended market index fund admiral shares,0.058309037900874626
948,pimco incm inst cl,pimco income administrative,0.11930926216640503
949,energy select sector spdr fund,energy select sector spdr etf iv,0.3061224489795918
950,schwab strategic tr intl eqt,schwab strategic tr intl equity etf isin #us8085248057 sedol,0.02226345083487941
951,linkedin corp - a,linkedin corp com usd0.0001,0.11930926216640503
952,metropolitan west totret bdm,metropolitan west total return class i,0.10787172011661807
953,vanguard small-cap index adm,vanguard small-cap index fund institutional shares,0.04244897959183674
954,glaxosmithkline plc-adr,glaxosmithkline plc (britain),0.1673469387755102
955,vanguard extended market index institutional class,vanguard extended market idx i,0.058309037900874626
956,texas roadhouse,texas roadhouse inc,0.3755102040816327
957,wynn resorts ltd.,wynn resorts ltd,1.0
958,bank of america corp.,bank of america corp,1.0
959,alibaba group hldg limited sponsored ads,alibaba group holding ltd spons ads,0.13265306122448978
960,at&t inc div: 1.920,at&t inc,0.13265306122448978
961,vanguard reit etf div: 3.124,vanguard reit etf iv,0.19047619047619047
962,t rowe price small cap stock,small-cap stock fund,0.06326530612244899
963,jp morgan chase & co com,jpmorgan chase & co,0.3061224489795918
964,alphabet inc cap stk cl a,google inc cl a,0.08928571428571429
965,ambarella inc shs,ambarella inc f,0.4795918367346939
966,vanguard small cap index adm,vang sm cap idx inst,0.10787172011661807
967,pimco inv grade corp bond instl,pimco fds investment grade cor p bd d,0.06326530612244899
968,chn & steers realty,cohen & steers realty,0.6530612244897959
969,vanguard total international stock index fund admiral shares,vanguard total international stock index adm,0.08163265306122448
970,cisco systems,cisco systems inc.,0.3061224489795918
971,ishares russell 1000 grw etf div: 1.363,ishares russell 1000 growth,0.08928571428571429
972,oppenheimer capital income fund,oppenheimer cap income y,0.19047619047619047
973,vanguard reit index adm,vanguard r e i t index adm,0.4795918367346939
974,blackrock international a,franklin mutual international fund,0.0748299319727891
975,vanguard bd index fd inc total bd market etf,vanguard total bond market etf,0.06874328678839957
976,vanguard total bond market index i,vanguard bond index total mkt investor,0.058309037900874626
977,frontier communications corp,frontier comm co,0.11930926216640503
978,vanguard growth,vanguard crsp us large cap grow ind etf,0.0392464678178964
979,vanguard index fds vanguard small cap value vipers formerly vanguard,vanguard index fds vanguard small cap value vipers formerly,0.1673469387755102
980,consolidated edison inc,consolidated edison hldg co inc,0.19047619047619047
981,exone co,exone co/the,0.3755102040816327
982,vanguard total bond market index fund admiral shares,vanguard total bond market index i,0.06874328678839957
983,vanguard total bond market idx instl pls,vanguard total bond market index fund investor shares,0.08163265306122448
984,weatherford international plc ord shs,weatherford intl plc ord shs isin #ie00blnn3691 sedol #blnn369,0.009955201592832258
985,tata motors ltd spons adr,fanuc corporation adr,0.08928571428571429
986,philip morris international inc,philip morris intl com,0.11930926216640503
987,nuveen high yield municipal bond i,nuveen high yld mun bd fd cl a,0.10787172011661807
988,vanguard intl equity index fds global ex-us real estate inde,vanguard intl equity index fds global ex-us real estate index fd etf shs,0.11930926216640503
989,vanguard emerging markets stock index fund institutional,vanguard emerging markets stock index fund institutional shares,0.2193877551020408
990,vanguard small cap index fund - admiral,vanguard small-cap index fund inst,0.1673469387755102
991,skyworks solutions inc,skyworks solutions,0.3755102040816327
992,first trust etf iv north american energy infrastructure fund,first tr exchange traded fd iv no amer energy,0.008746355685131192
993,salesforce com,salesforce com inc com,0.19047619047619047
994,vanguard short-term corporate bond,vanguard short term corp bond index fund etf,0.08163265306122448
995,vanguard institutional index i (vinix),vanguard institutional index,0.14842300556586271
996,artisan internatl investor class,artisan intl fund inv,0.0748299319727891
997,dodge & cox intl stk,dodge & cox internatl stock fund,0.11930926216640503
998,vanguard inst index,vnguard institutional index,0.14842300556586271
999,pimco income a,pimco fds income instl,0.1673469387755102
1000,mfs international new discovery r5,spdr s&p international small capetf,0.05380333951762523
1001,california resources corp,california res corp com,0.19047619047619047
1002,wal-mart stores inc com,wal-mart stores inc com isin #us9311421039 sedol #2936921,0.018658892128279883
1003,vanguard ttl bond mkt idx adm,vanguard ttl bnd mrk indx inst,0.19047619047619047
1004,select sector spdr trust industrial select index,sector spdr industrial,0.03628117913832199
1005,vanguard total bond market index adm,vanguard ttl bnd mrk indx inst,0.13265306122448978
1006,starbucks corp washington div: 0.800,starbucks corp com,0.058309037900874626
1007,vanguard msci pacific,vanguard ftse pacific etf,0.19047619047619047
1008,total s a fadr 1 adr reps 1 ord shs,total s a spon adr div: 2.276,0.06326530612244899
1009,vanguard small-cap index adm,vang sm cap idx inst,0.09795918367346938
1010,merck & co inc new,merck & co inc new com div: 1.840,0.08928571428571429
1011,immunogen inc,immunogen inc com,0.3755102040816327
1012,marsh & mclennan cos inc com,marsh and mc lennan,0.08163265306122448
1013,lockheed martin corp,lockheed martin corp div: 6.600,0.13265306122448978
1014,american fundamental investors cl f1,fundamental invs inc f-1,0.0748299319727891
1015,washington mutual investors fund,college america 529 wa mutual investors fund cl a,0.0392464678178964
1016,amazon.com inc,amazon.com inc.,1.0
1017,pim total rt inst,pimco total return fund adm,0.10787172011661807
1018,ishares barclays aggregate bd fd,ishares core u.s. aggregate bond etf,0.11930926216640503
1019,vanguard total bond market idx-adm,vanguard bond index total mkt investor,0.049689440993788817
1020,prudential financial inc cmn,prudential financial inc div: 2.800,0.14842300556586271
1021,lions gate entmnt corp com new,lions gate entertainment corp,0.09795918367346938
1022,marathon oil corp,marathon oil corp isin #us4 sedol #2910970,0.0392464678178964
1023,caesarstone sdot-yam ltd,caesarstone sdot yam f,0.3755102040816327
1024,metropolitan west tot return bond cl m,metwest tot rtn bd i,0.06326530612244899
1025,vanguard small cap valueetf iv,vanguard small-cap value etf,0.3061224489795918
1026,bridgepoint education inc. cmn,bridgepoint education,0.1673469387755102
1027,vanguard total international stock index fund institutional plus shares,vanguard primecap fund investor shares,0.0075937351684859985
1028,metropolitan west total return bond plan class shares,metwest tot rtn bd p,0.02040816326530612
1029,american tower corporation isin #us0 sedol #b7fbfl2,american tower corp new com,0.03096410978184377
1030,guggenheim s&p 500 equal weig hc etf,guggenheim s&p 500 eq wgt healthcare etf,0.13265306122448978
1031,fid value,fidelity value,0.3061224489795918
1032,proshares short s&p500,proshares short s&p 500 proshares,0.13265306122448978
1033,darling ingredients inc com,darling ingredients inc,0.3755102040816327
1034,vanguard short term bond index investor,vanguard short-term bond index,0.14842300556586271
1035,smith & wesson holding corp,smith & wesson holding corp co m,0.3061224489795918
1036,vanguard california intermediate-term tax-exempt fund investor shares,vanguard ca inter term tax-exempt fd adm shrs,0.03096410978184377
1037,brookdale sr living inc,brookdale senior living inc.,0.3061224489795918
1038,vanguard total bond market index admiral,vanguard total bond market index fund institutional plus,0.06326530612244899
1039,vanguard equity income adm,vanguard equity income - a,0.4795918367346939
1040,visa inc cl a div: 0.560,visa inc cl a shrs,0.14842300556586271
1041,pjt partners inc com cl a div: 0.200,pjt partners inc cl a,0.08928571428571429
1042,ishares trust msci usa minvolatility etf,proshares short vix short term etf,0.0392464678178964
1043,f5 networks inc,f5 networks inc com isin #us4 sedol #2427599,0.02857142857142857
1044,pepsico incorporated,pepsico inc,0.1673469387755102
1045,united parcel service inc cl b,united parcel service-cl b,0.3061224489795918
1046,blackrock strategic income opprtnts ptf inst,blackrock strategic income opptys investor cl a,0.09795918367346938
1047,gopro inc cl a isin #us4 sedol #bmnqc35,gopro inc class a,0.04591836734693877
1048,omnicom group,omnicom group inc,0.3755102040816327
1049,banco santander sa fadr 1 adr reps 1 ord shs,banco santander sa adr,0.049689440993788817
1050,ishares national muni bond etf,national municipal bonds,0.0748299319727891
1051,first finl corp ind,best buy co inc,0.14842300556586271
1052,pattern energy inc cls a div: 1.524,pattern energy group inc,0.06874328678839957
1053,cigna corporation com isin #us2 sedol #2196479,cigna corporation com isin #us1255091092 sedol #2196479,0.1673469387755102
1054,vanguard extended market index fund institutional,vanguard extended market index fund admiral shares,0.10787172011661807
1055,williams sonoma,williams-sonoma inc,0.3061224489795918
1056,vanguard intl equity index fds ftse all world ex usa small cap index fd etf shs,vanguard intl equity index fdsftse all world ex usa small cap index fd etf shs,1.0
1057,emerging markets bonds,vanguard emerging mkts govt bond index etf,0.03352769679300291
1058,fidelity blue chip growth,fid blue chip gr,0.1673469387755102
1059,energy transfer partners lp ut ltd,energy transfer partners un,0.19047619047619047
1060,vanguard intl bond index etf,vanguard charlotte fds total intl bd index fd etf cl,0.03096410978184377
1061,capital income builder - a (12),american cap inc builder a,0.06326530612244899
1062,royal dutch shell adr ea rep 2 cl a eur0.07,royal dutch shell plc spons adr a,0.058309037900874626
1063,vanguard total bond index adm,vanguard total bond market index fund institutional shares,0.02423469387755102
1064,invesco value mun income tr com,invesco value muni incm trust sbi,0.1673469387755102
1065,pimco low duration a,pimco low duration fund cl d,0.1673469387755102
1066,goldman sachs mangd futures strategy a,aqr fds aqmixmanaged futures strategy fd i,0.06874328678839957
1067,pimco total return fund instl cl,pimco total return admin,0.14842300556586271
1068,paypal hldgs inc com,paypal holdings inc,0.2193877551020408
1069,at&t inc com,at&t inc,0.3755102040816327
1070,dfa us targeted value,dfa u.s. targeted value/i,0.3755102040816327
1071,walt disney co com,disney walt co com disney,0.0748299319727891
1072,blackrock strat income i,blackrock strategic income opps ptf a,0.09795918367346938
1073,wells fargo & co new com,wells fargo & co new | w001549,0.1673469387755102
1074,core laboratories n.v. (netherlands),core laboratories f,0.06874328678839957
1075,panera bread company class a,panera bread co cl a,0.19047619047619047
1076,vanguard total bond market index i,vanguard total bond market index fund institutional plus shares,0.02857142857142857
1077,union pacific corp,union pacific corp com,0.3755102040816327
1078,valero energy corp new com,valero energy corp,0.19047619047619047
1079,chevron corporation,chevron common stock fund,0.11930926216640503
1080,pimco total return fund - class r,total return fund (pimco),0.08928571428571429
1081,wisdomtree tr intl midcap divid fd isin #us1 sedol #b17ffv0,wisdomtree intl midcap dividend etf,0.03352769679300291
1082,dfa intl small cap value cl i,dfa intl small cap value,0.3061224489795918
1083,leucadia national,leucadia natl corp com,0.1673469387755102
1084,u s bancorp,us bancorp del,0.3061224489795918
1085,dfa emerg mkts val i,dfa emerging markets value i,0.19047619047619047
1086,oppenheimer int'l growth class a,oppenheimer international growth fund class a,0.09795918367346938
1087,whirlpool corp com,whirlpool corp,0.3755102040816327
1088,momenta pharmaceuticals inc,momenta pharmaceuticals inc com,0.3755102040816327
1089,amer funds europac r3 m4740,american funds europacifc r3,0.11930926216640503
1090,sptn us bond idx is,spartan u.s. bond index fd investor cl,0.06326530612244899
1091,goldman sachs mangd futures strategy a,aqr mgd futures strat fd cl i,0.05380333951762523
1092,spartan emerging mkt index fid adv cl,spartan emerging mkt index fund investor,0.1673469387755102
1093,pjt partners inc cl a,pjt partners inc shs cl a,0.3755102040816327
1094,metropolitan west tot return bond cl m,metropolitan west total return class i,0.14842300556586271
1095,vang sm cap idx adm,vang sm cap idx inst,0.3755102040816327
1096,vang ext mkt idx ins,vanguard extended market idx adm,0.08928571428571429
1097,boston beer co inc class a,boston beer company inc cl a,0.19047619047619047
1098,merck & co inc,merck & co. inc,1.0
1099,vanguard smallcap index fund,vanguard small-cap index fund admiral shares,0.08163265306122448
1100,vanguard crsp us small cap value ind et,vanguard index fds vanguard small cap value vipers formerly,0.03096410978184377
1101,senior housing prop trust reits,senior housing properties trust,0.1673469387755102
1102,t. rowe price 2050 fund,retirement 2050 fund,0.13265306122448978
1103,vanguard global ex u s real estate index fd etf,vanguard global ex-us real est ate etf,0.11930926216640503
1104,ishares 20+ year,ishares 20 pls year treasury bnd etf,0.05380333951762523
1105,metropolitan west tot return bond cl m,metropolitan west fds total ret cl i,0.10787172011661807
1106,select sector spdr trust health care select index,select sector spdr tr health care formerly consumer svcs to,0.04244897959183674
1107,target corporation cmn,target corp,0.13265306122448978
1108,pimco income a,pimco income instl,0.3061224489795918
1109,ishares iboxx $ invmnt grd corp bd etf,ishares iboxx $ invmnt grd cor p bd etf,1.0
1110,state str corp com isin #us8574771031 sedol #2842040,state str corp com isin #us1 sedol #2842040,0.1673469387755102
1111,cooper companies inc (new) cmn,cooper cos inc/the,0.08928571428571429
1112,sirius xm hldgs inc com,sirius xm holdings inc,0.2193877551020408
1113,vanguard bond index fund short term portfolio,vanguard short term bond index admiral,0.03352769679300291
1114,vanguard total bond market index fund admiral shares,vanguard total bond market index,0.058309037900874626
1115,vang tot bd mkt inst,vanguard bond index total mkt investor,0.05380333951762523
1116,vanguard target retirement 2050 fund,vang target ret 2050,0.08163265306122448
1117,sunedison,sunedison inc com usd0.01,0.08163265306122448
1118,vanguard intl equity index fdsftse all world ex usa small cap index fd etf shs,vgrd ftse all wrld ex ussml cap etf,0.006493506493506495
1119,pimco total return fd cl c,pimco total return,0.19047619047619047
1120,vanguard total intl etf,vanguard total international stock etf,0.08928571428571429
1121,washington mutual investors cl a,washington mutual invstrs cl a,0.6530612244897959
1122,carter holdings inc,carter holdings com,0.4795918367346939
1123,pimco total return fund - class r,pimco total return fund adm,0.19047619047619047
1124,time warner inc usd0.01,time warner inc new div: 1.610,0.13265306122448978
1125,unitedhealth group inc com,unitedhealth grp inc,0.2565597667638484
1126,aston/montag&caldwell grw i,aston/montag & caldwell growth i,0.3061224489795918
1127,pimco income fund cl p,pimco income administrative,0.10787172011661807
1128,templeton glbl bond fd adv cl,tmpl global bond r6,0.08163265306122448
1129,vanguard energy etf,vanguard sector index fds vanguard energy vipers,0.02423469387755102
1130,vanguard smallcap index fund,vanguard small cap index - a,0.3061224489795918
1131,washington mutual invstrs cl a,american washington mut investors fund inc a,0.049689440993788817
1132,vanguard ftse developed etf,vanguard ftse developed mkts etf,0.3061224489795918
1133,vanguard extended market index fund admiral shares,vanguard extended market idx adm,0.06874328678839957
1134,lloyds banking group plc adr,lloyds banking group plc,0.3755102040816327
1135,american tower corp,american tower corp reit,0.3061224489795918
1136,ishares trust msci usa minvolatility etf,ishares msci usa min volility etf,0.1673469387755102
1137,express scripts hldg company,express scripts holding company,0.4795918367346939
1138,"oppenheimer develop mkts, a",oppenheimer developing markets a,0.2193877551020408
1139,westport innovations inc,westport innovation f,0.3755102040816327
1140,apple incorporated,apple inc -,0.1673469387755102
1141,vanguard int term treas adm,vanguard intermediate-term treasury inv,0.08163265306122448
1142,vanguard small-cap index adm,vnguard index trust small cap idx instl,0.05380333951762523
1143,blackrock high yld bd port cl k,blkrk hi yld bd inst,0.09795918367346938
1144,vanguard ftse emrg etf,vanguard ftse emerging markets etf,0.11930926216640503
1145,chipotle mexican grill inc com,chipotle mexican grill com,0.3755102040816327
1146,magellan midstream p lp,magellan midstream partners lp div: 3.140,0.06874328678839957
1147,under armour inc,under armour inc-class a,0.19047619047619047
1148,fid contrafund,fidelity contra fund,0.2565597667638484
1149,vanguard intermediate-term tax-exempt fund admiral shares,vanguard inter term tax exempt fd investor shs,0.049689440993788817
1150,mc donalds corp,mcdonalds corp com,0.3061224489795918
1151,smucker j m co com new,j m smucker co,0.08163265306122448
1152,ishares trust currency hedged msci eafe etf,ishares trust ishares currency isin #us7 sedol #bjn7914,0.026333113890717574
1153,alphabet inc cap stk cl a,alphabet inc class a,0.19047619047619047
1154,vanguard ttl bnd mrk indx inst,vanguard total bond market index fund institutional plus,0.03628117913832199
1155,incyte corp.,incyte corp,1.0
1156,spdr gold shares etf,spdr gold trust gold shares,0.08928571428571429
1157,alphabet inc shs cl c,google inc-cl c,0.11930926216640503
1158,american mutual fund-a,amer funds american mutual fund class f2,0.06326530612244899
1159,total return fund (pimco),mainstay retirement 2050 fund (class i),0.04591836734693877
1160,templeton global bond fund advisor class,templeton glbl bond fd adv cl,0.13265306122448978
1161,duke energy corp new com new,duke energy corp new,0.19047619047619047
1162,ishares s&p smallcap 600 value etf,ishares s&p small-cap 600 value etf,1.0
1163,vanguard mid cap value etf div: 2.308,vanguard mid-cap value etf,0.11930926216640503
1164,dfa us targeted value port instl,dfa us targeted value portfolio institutional class,0.06326530612244899
1165,general motors company com,general mtrs co com isin #us8 sedol #b3smt78,0.03628117913832199
1166,dfa intl small cap value cl i,delaware small cap core inst,0.08928571428571429
1167,ishares msci usa momentum factor,ishares msci usa momentum factor etf,0.3755102040816327
1168,priceline grp inc com new,priceline group inc the,0.19047619047619047
1169,sptn 500 index inst,sptn 500 idx adv is,0.19047619047619047
1170,grupo aeroportuario sur ipo adr,grupo aeroportuario fadr 1 adr reps 10 ord shs,0.05380333951762523
1171,general motors co,general motors co common shares,0.09795918367346938
